colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
824,http://purl.obolibrary.org/obo/EUPATH_0058701,Other,jilindequestionnaire_data_2022-02-01_0550::x824,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
822,http://purl.obolibrary.org/obo/EUPATH_0058702,Reminder of clinic appointment,jilindequestionnaire_data_2022-02-01_0550::x822,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Reminder of clinic appointment),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Reminder of clinic appointment),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
815,http://purl.obolibrary.org/obo/EUPATH_0058703,Side effects,jilindequestionnaire_data_2022-02-01_0550::x815,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Side effects),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Side effects),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
825,http://purl.obolibrary.org/obo/EUPATH_0058704,Unknown,jilindequestionnaire_data_2022-02-01_0550::x825,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
812,http://purl.obolibrary.org/obo/EUPATH_0058705,What is PrEP,jilindequestionnaire_data_2022-02-01_0550::x812,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=What is PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=What is PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
817,http://purl.obolibrary.org/obo/EUPATH_0058706,When to stop using PrEP,jilindequestionnaire_data_2022-02-01_0550::x817,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=When to stop using PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=When to stop using PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
820,http://purl.obolibrary.org/obo/EUPATH_0058707,Where can I access PrEP,jilindequestionnaire_data_2022-02-01_0550::x820,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Where can I access PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Where can I access PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
816,http://purl.obolibrary.org/obo/EUPATH_0058708,Where to get PrEP,jilindequestionnaire_data_2022-02-01_0550::x816,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Where to get PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Where to get PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
814,http://purl.obolibrary.org/obo/EUPATH_0058709,Who can use PrEP,jilindequestionnaire_data_2022-02-01_0550::x814,,jilindequestionnaire_data_2022-02-01_0550,What PrEP information did you receive during the event? (choice=Who can use PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0058333,Received information during PrEP event,210. What PrEP information did you receive during the event? (choice=Who can use PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
151,http://purl.obolibrary.org/obo/EUPATH_0058710,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x151,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
147,http://purl.obolibrary.org/obo/EUPATH_0058711,I dont know my partners HIV status,jilindequestionnaire_data_2022-02-01_0550::x147,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I dont know my partners HIV status),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I dont know my partners HIV status),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
146,http://purl.obolibrary.org/obo/EUPATH_0058712,I dont trust my boyfriend/girlfriend,jilindequestionnaire_data_2022-02-01_0550::x146,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I dont trust my boyfriend/girlfriend),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I dont trust my boyfriend/girlfriend),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
141,http://purl.obolibrary.org/obo/EUPATH_0058713,I have experienced a condom burst,jilindequestionnaire_data_2022-02-01_0550::x141,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have experienced a condom burst),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have experienced a condom burst),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
148,http://purl.obolibrary.org/obo/EUPATH_0058714,I have had a blood transfusion,jilindequestionnaire_data_2022-02-01_0550::x148,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have had a blood transfusion),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have had a blood transfusion),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
143,http://purl.obolibrary.org/obo/EUPATH_0058715,I have had a sexually transmitted infection,jilindequestionnaire_data_2022-02-01_0550::x143,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have had a sexually transmitted infection),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have had a sexually transmitted infection),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
139,http://purl.obolibrary.org/obo/EUPATH_0058716,I have had sex without a condom,jilindequestionnaire_data_2022-02-01_0550::x139,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have had sex without a condom),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have had sex without a condom),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
144,http://purl.obolibrary.org/obo/EUPATH_0058717,I have injected/inject drugs,jilindequestionnaire_data_2022-02-01_0550::x144,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have injected/inject drugs),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have injected/inject drugs),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
140,http://purl.obolibrary.org/obo/EUPATH_0058718,I have more than one sexual partner,jilindequestionnaire_data_2022-02-01_0550::x140,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have more than one sexual partner),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have more than one sexual partner),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
142,http://purl.obolibrary.org/obo/EUPATH_0058719,I have used Post Exposure Prophylaxis,jilindequestionnaire_data_2022-02-01_0550::x142,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=I have used Post Exposure Prophylaxis),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=I have used Post Exposure Prophylaxis),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
145,http://purl.obolibrary.org/obo/EUPATH_0058720,My partner is HIV positive,jilindequestionnaire_data_2022-02-01_0550::x145,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=My partner is HIV positive),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=My partner is HIV positive),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
149,http://purl.obolibrary.org/obo/EUPATH_0058721,Other,jilindequestionnaire_data_2022-02-01_0550::x149,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
150,http://purl.obolibrary.org/obo/EUPATH_0058722,Unknown,jilindequestionnaire_data_2022-02-01_0550::x150,,jilindequestionnaire_data_2022-02-01_0550,Why do you think you have a chance of getting HIV? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,54. Why do you think you have a chance of getting HIV? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
430,http://purl.obolibrary.org/obo/EUPATH_0058723,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x430,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Asked but unknown)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Asked but unknown)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
424,http://purl.obolibrary.org/obo/EUPATH_0058724,Health facility/provider,jilindequestionnaire_data_2022-02-01_0550::x424,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Health facility/provider)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Health facility/provider)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
428,http://purl.obolibrary.org/obo/EUPATH_0058725,Other,jilindequestionnaire_data_2022-02-01_0550::x428,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Other)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Other)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
425,http://purl.obolibrary.org/obo/EUPATH_0058726,Peer educator,jilindequestionnaire_data_2022-02-01_0550::x425,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Peer educator)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Peer educator)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
426,http://purl.obolibrary.org/obo/EUPATH_0058727,Peer/friend,jilindequestionnaire_data_2022-02-01_0550::x426,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Peer/friend)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Peer/friend)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
427,http://purl.obolibrary.org/obo/EUPATH_0058728,Relative,jilindequestionnaire_data_2022-02-01_0550::x427,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Relative)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Relative)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
429,http://purl.obolibrary.org/obo/EUPATH_0058729,Unknown,jilindequestionnaire_data_2022-02-01_0550::x429,,jilindequestionnaire_data_2022-02-01_0550,"Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Unknown)",Participant,http://purl.obolibrary.org/obo/EUPATH_0058284,Source of PrEP message,"124. Participants who checked Yes in Q117-Q122 above, what was the source of the messages? (choice=Unknown)",,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
722,http://purl.obolibrary.org/obo/EUPATH_0058730,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x722,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
710,http://purl.obolibrary.org/obo/EUPATH_0058731,Banner,jilindequestionnaire_data_2022-02-01_0550::x710,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Banner),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Banner),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
719,http://purl.obolibrary.org/obo/EUPATH_0058732,Blogs,jilindequestionnaire_data_2022-02-01_0550::x719,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Blogs),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Blogs),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
712,http://purl.obolibrary.org/obo/EUPATH_0058733,Facebook,jilindequestionnaire_data_2022-02-01_0550::x712,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Facebook),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Facebook),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
715,http://purl.obolibrary.org/obo/EUPATH_0058734,Grindr,jilindequestionnaire_data_2022-02-01_0550::x715,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Grindr),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Grindr),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
714,http://purl.obolibrary.org/obo/EUPATH_0058735,Instagram,jilindequestionnaire_data_2022-02-01_0550::x714,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Instagram),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Instagram),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
720,http://purl.obolibrary.org/obo/EUPATH_0058736,Other,jilindequestionnaire_data_2022-02-01_0550::x720,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
708,http://purl.obolibrary.org/obo/EUPATH_0058737,Poster,jilindequestionnaire_data_2022-02-01_0550::x708,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Poster),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Poster),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
709,http://purl.obolibrary.org/obo/EUPATH_0058738,T-shirt,jilindequestionnaire_data_2022-02-01_0550::x709,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=T-shirt),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=T-shirt),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
716,http://purl.obolibrary.org/obo/EUPATH_0058739,Tinder,jilindequestionnaire_data_2022-02-01_0550::x716,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Tinder),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Tinder),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
713,http://purl.obolibrary.org/obo/EUPATH_0058740,Twitter,jilindequestionnaire_data_2022-02-01_0550::x713,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Twitter),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Twitter),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
721,http://purl.obolibrary.org/obo/EUPATH_0058741,Unknown,jilindequestionnaire_data_2022-02-01_0550::x721,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
718,http://purl.obolibrary.org/obo/EUPATH_0058742,WhatsApp,jilindequestionnaire_data_2022-02-01_0550::x718,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=WhatsApp),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=WhatsApp),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
711,http://purl.obolibrary.org/obo/EUPATH_0058743,Wrist Band,jilindequestionnaire_data_2022-02-01_0550::x711,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=Wrist Band),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=Wrist Band),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
717,http://purl.obolibrary.org/obo/EUPATH_0058744,YouTube,jilindequestionnaire_data_2022-02-01_0550::x717,,jilindequestionnaire_data_2022-02-01_0550,Where did you see this slogan? (choice=YouTube),Participant,http://purl.obolibrary.org/obo/EUPATH_0058286,"Source of slogan of  ""Lets get real""",193. Where did you see this slogan? (choice=YouTube),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
783,http://purl.obolibrary.org/obo/EUPATH_0058745,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x783,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
776,http://purl.obolibrary.org/obo/EUPATH_0058746,Carrier bag,jilindequestionnaire_data_2022-02-01_0550::x776,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Carrier bag),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Carrier bag),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
779,http://purl.obolibrary.org/obo/EUPATH_0058747,Draw string bag,jilindequestionnaire_data_2022-02-01_0550::x779,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Draw string bag),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Draw string bag),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
772,http://purl.obolibrary.org/obo/EUPATH_0058748,Flier,jilindequestionnaire_data_2022-02-01_0550::x772,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Flier),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Flier),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
773,http://purl.obolibrary.org/obo/EUPATH_0058749,Hoodie,jilindequestionnaire_data_2022-02-01_0550::x773,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Hoodie),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Hoodie),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
777,http://purl.obolibrary.org/obo/EUPATH_0058750,Notebook,jilindequestionnaire_data_2022-02-01_0550::x777,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Notebook),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Notebook),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
781,http://purl.obolibrary.org/obo/EUPATH_0058751,Other,jilindequestionnaire_data_2022-02-01_0550::x781,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
780,http://purl.obolibrary.org/obo/EUPATH_0058752,Pencil pouch,jilindequestionnaire_data_2022-02-01_0550::x780,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Pencil pouch),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Pencil pouch),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
778,http://purl.obolibrary.org/obo/EUPATH_0058753,Phone sticker,jilindequestionnaire_data_2022-02-01_0550::x778,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Phone sticker),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Phone sticker),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
771,http://purl.obolibrary.org/obo/EUPATH_0058754,Posters,jilindequestionnaire_data_2022-02-01_0550::x771,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Posters),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Posters),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
775,http://purl.obolibrary.org/obo/EUPATH_0058755,Reflector jacket,jilindequestionnaire_data_2022-02-01_0550::x775,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Reflector jacket),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Reflector jacket),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
770,http://purl.obolibrary.org/obo/EUPATH_0058756,T-shirts,jilindequestionnaire_data_2022-02-01_0550::x770,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=T-shirts),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=T-shirts),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
782,http://purl.obolibrary.org/obo/EUPATH_0058757,Unknown,jilindequestionnaire_data_2022-02-01_0550::x782,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
774,http://purl.obolibrary.org/obo/EUPATH_0058758,Vests ,jilindequestionnaire_data_2022-02-01_0550::x774,,jilindequestionnaire_data_2022-02-01_0550,Which branded items have you ever seen or received? (choice=Vests ),Participant,http://purl.obolibrary.org/obo/EUPATH_0058289,"Type of item that branded """"KujiPrEP ni kujipanga poa""",204. Which branded items have you ever seen or received? (choice=Vests ),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
518,http://purl.obolibrary.org/obo/EUPATH_0058759,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x518,,jilindequestionnaire_data_2022-02-01_0550,What information concerning PrEP did you receive from the CHV? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0058291,Type of PrEP received from CHV ,144. What information concerning PrEP did you receive from the CHV? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
512,http://purl.obolibrary.org/obo/EUPATH_0058760,Benefits of using PrEP,jilindequestionnaire_data_2022-02-01_0550::x512,,jilindequestionnaire_data_2022-02-01_0550,What information concerning PrEP did you receive from the CHV? (choice=Benefits of using PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0058291,Type of PrEP received from CHV ,144. What information concerning PrEP did you receive from the CHV? (choice=Benefits of using PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
515,http://purl.obolibrary.org/obo/EUPATH_0058761,Contact information of nearest facility,jilindequestionnaire_data_2022-02-01_0550::x515,,jilindequestionnaire_data_2022-02-01_0550,What information concerning PrEP did you receive from the CHV? (choice=Contact information of nearest facility),Participant,http://purl.obolibrary.org/obo/EUPATH_0058291,Type of PrEP received from CHV ,144. What information concerning PrEP did you receive from the CHV? (choice=Contact information of nearest facility),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
507,http://purl.obolibrary.org/obo/EUPATH_0058762,How does PrEP work,jilindequestionnaire_data_2022-02-01_0550::x507,,jilindequestionnaire_data_2022-02-01_0550,What information concerning PrEP did you receive from the CHV? (choice=How does PrEP work),Participant,http://purl.obolibrary.org/obo/EUPATH_0058291,Type of PrEP received from CHV ,144. What information concerning PrEP did you receive from the CHV? (choice=How does PrEP work),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
